poi_osm_id,poi_name,poi_amenity,poi_street,poi_housenumber,poi_capacity,poi_description,poi_level,poi_opening_hours,poi_parking,st_astext
3833126992,,toilets,,,,,,,,POINT(-122.489586889342 37.7124393893385)
2351681766,,drinking_water,,,,,,,,POINT(-122.489419623036 37.712428800669)
1205459563,Brandeis Hillel Day School,school,,,,,,,,POINT(-122.475606139081 37.7132275658515)
1205459527,Holy Trinity Greek Orthodox Church,place_of_worship,,,,,,,,POINT(-122.48090458229 37.7133685569612)
1205459599,Lake Merced Church of Christ,place_of_worship,,,,,,,,POINT(-122.47701963818 37.7140338551401)
1205459615,Calvary Armenian Congregation,place_of_worship,,,,,,,,POINT(-122.476253824401 37.7135840937589)
2714942368,,smoking_area,,,,,,,,POINT(-122.48059484318 37.7211800685141)
2714942350,,drinking_water,,,,,0,,,POINT(-122.479610469291 37.7215075672322)
2713443862,,bicycle_parking,,,,,,,,POINT(-122.478817436558 37.7212696707156)
2726228517,,waste_basket,,,,,,,,POINT(-122.477937267243 37.7211046775216)
4904597996,,post_box,,,,,,,,POINT(-122.477144504005 37.720914387757)
2713443818,,bicycle_parking,,,,,,,,POINT(-122.47727646652 37.7211582541632)
2726290745,,waste_basket,,,,,,,,POINT(-122.477056918265 37.7214551987993)
1041072052,,post_box,,,,,,,,POINT(-122.475616200212 37.7214169705305)
2726228531,,waste_basket,,,,,,,,POINT(-122.484065843606 37.7235523230787)
2726228529,,post_box,,,,,,,,POINT(-122.484278385002 37.7237070079794)
2726228536,,waste_basket,,,,,,,,POINT(-122.483104466589 37.7227577903992)
3835242564,,drinking_water,,,,,,,,POINT(-122.483004124772 37.722837798279)
3835242565,,bicycle_parking,,,,,,,,POINT(-122.483129260091 37.7229006107991)
2716239031,,bicycle_parking,,,30,,,,,POINT(-122.482351678381 37.7220346601973)
2726228538,,waste_basket,,,,,,,,POINT(-122.481971601184 37.7229024582253)
2719518267,West Campus Green bike rack,bicycle_parking,,,,,,,,POINT(-122.481712886382 37.7222636012686)
2726290725,,waste_basket,,,,,,,,POINT(-122.481713605034 37.7226654899047)
2726228539,,waste_basket,,,,,,,,POINT(-122.481572120377 37.722846822253)
2714942369,,smoking_area,,,,,,,,POINT(-122.483531795169 37.723105887996)
2726228533,,waste_basket,,,,,,,,POINT(-122.48346190624 37.7231721109094)
2719518394,,bicycle_parking,,,,,,,,POINT(-122.48314156701 37.7231080196357)
2726290724,,bank,,,,,,,,POINT(-122.483000172184 37.7231598184632)
2726228537,,waste_basket,,,,,,,,POINT(-122.482585689512 37.7229593731424)
2726228526,,waste_basket,,,,,,,,POINT(-122.482499091919 37.7235302962636)
2715894985,The Bricks,restaurant,,,,,,,,POINT(-122.483492898118 37.7236818548297)
2726290727,,waste_basket,,,,,,,,POINT(-122.483430195711 37.7236626702182)
1460537343,,kindergarten,,,,,,,,POINT(-122.483688012197 37.7242600908984)
2714942366,The Village Market,marketplace,,,,,,,,POINT(-122.482351678381 37.7233533709629)
2713438126,Subway,restaurant,,,,,,,,POINT(-122.482220883675 37.7233172042531)
2726228520,,waste_basket,,,,,,,,POINT(-122.481339726213 37.7233191227234)
2714942365,Taza Smoothies and Wraps,restaurant,,,,,,,,POINT(-122.481329665082 37.7234063775431)
2726228518,,waste_basket,,,,,,,,POINT(-122.481420215263 37.7235901239203)
2714942370,,smoking_area,,,,,,,,POINT(-122.482237682171 37.7239200988686)
2726290729,,waste_basket,,,,,,,,POINT(-122.484223767433 37.7243086915125)
3458693040,Cafe In The Park,cafe,Font Boulevard,,,,,,,POINT(-122.484144625856 37.724341660332)
2714942364,,drinking_water,,,,,0,,,POINT(-122.480758426393 37.7220793542113)
2726290732,,waste_basket,,,,,,,,POINT(-122.480393620556 37.7219685783785)
2713449215,Associated Students Farmer's Market,marketplace,,,,,,Th 10:00-15:00,,POINT(-122.480509233733 37.72261020903)
2726228523,,waste_basket,,,,,,,,POINT(-122.480514264299 37.7228125737792)
2726228522,,waste_basket,,,,,,,,POINT(-122.480514264299 37.7229159586466)
2714942354,,drinking_water,,,,,,,,POINT(-122.479894786079 37.7223721028886)
2726228505,,waste_basket,,,,,,,,POINT(-122.479915626993 37.7228088078672)
2726228510,,waste_basket,,,,,,,,POINT(-122.479063844441 37.7217994654983)
2726228507,,waste_basket,,,,,,,,POINT(-122.479220600458 37.7222089595937)
2726228511,,waste_basket,,,,,,,,POINT(-122.478359744921 37.7217421944102)
2726228509,,waste_basket,,,,,,,,POINT(-122.479012820133 37.7220414104873)
2724725641,The PUB@SFSU,bar,Holloway Avenue,,,,,Mo-Th 11:30-21:00; Fr 11:30-18:30,,POINT(-122.478855974284 37.7221622050466)
1785861436,Ike's Place,restaurant,,,,,,,,POINT(-122.478686013032 37.7221067106294)
2713445267,,drinking_water,,,,,0,,,POINT(-122.478723113454 37.7222385186842)
2726201090,Nizario's,restaurant,Holloway Avenue,,,,,11:00-15:00,,POINT(-122.478659333068 37.7220866018867)
2713443925,,atm,,,,,,,,POINT(-122.47864531935 37.7222088174827)
2726228506,,waste_basket,,,,,,,,POINT(-122.479383375187 37.7225425645103)
2726228508,,waste_basket,,,,,,,,POINT(-122.47902207278 37.7224359816331)
2726290740,,waste_basket,,,,,,,,POINT(-122.47885399799 37.7225010682617)
2713422338,Food Court,restaurant,,,,"3 levels of restaurants, shops and cafes",,Mo-Fr 07:00-22:00; Sa 10:00-22:00,,POINT(-122.478484700577 37.722451116411)
2713445575,,drinking_water,,,,,2,,,POINT(-122.47842783722 37.7224317183149)
2726290733,,waste_basket,,,,,,,,POINT(-122.478805668628 37.7229212167047)
2726290741,,waste_basket,,,,,,,,POINT(-122.478553601359 37.7227727119464)
2713447257,,bank,,,,,,,,POINT(-122.480923087584 37.7231247174785)
2726290730,,waste_basket,,,,,,,,POINT(-122.480484799557 37.7230761160875)
2714942352,,drinking_water,,,,,0,,,POINT(-122.479830376873 37.7231274175548)
2726228502,,waste_basket,,,,,,,,POINT(-122.48034978277 37.7236007820488)
2726228501,,waste_basket,,,,,,,,POINT(-122.480041301301 37.7236029136743)
2726228499,,waste_basket,,,,,,,,POINT(-122.479220600458 37.7232209964556)
2714942356,,drinking_water,,,,,0,,,POINT(-122.479293902985 37.7234158988283)
2726290735,,waste_basket,,,,,,,,POINT(-122.478733264416 37.7232946089322)
2726398601,,waste_basket,,,,,,,,POINT(-122.479110377173 37.7239718971281)
2713438744,Bike Barn,bicycle_parking,,,350,,,,,POINT(-122.478743325547 37.7238469843912)
2713394902,Peet's Coffee,cafe,Holloway Avenue,,,Inside Library on main floor,,Mo-Th 07:00-23:00; Fr 07:00-19:00; Sa 09:00-21:00; Su 09:00-23:00,,POINT(-122.478164181684 37.7215588697858)
2726228512,,waste_basket,,,,,,,,POINT(-122.478112887881 37.7217974048768)
2726296509,,waste_basket,,,,,,,,POINT(-122.477110996845 37.7217272015995)
2726224905,,bench,,,,,,,,POINT(-122.477079376147 37.7220518556717)
2726290738,,waste_basket,,,,,,,,POINT(-122.478170020733 37.7223758688228)
2713414595,,atm,,,,,,,,POINT(-122.478228680721 37.7225277139719)
2713414594,,atm,,,,,,,,POINT(-122.478191939626 37.722517055689)
2726228497,,waste_basket,,,,,,,,POINT(-122.477981464355 37.7225410012958)
2714942349,,drinking_water,,,,,0,,,POINT(-122.476926482885 37.7218440885983)
2713441806,HSS Room 121 Cafe,cafe,,,,,,,,POINT(-122.476078024099 37.7217748801483)
2713448989,,atm,,,,,,,,POINT(-122.475609373016 37.7215585855612)
2710274163,SFSU Station Cafe,cafe,Holloway Avenue,,,"Outside Kiosk; Sandwiches, Pizza and Peet's Coffee",,06:30-21:30,,POINT(-122.475618266337 37.7215807550749)
2726290748,,waste_basket,,,,,,,,POINT(-122.475627339321 37.7216567140313)
2714942348,,drinking_water,,,,,0,,,POINT(-122.475976065315 37.7219977112306)
2713442556,,bicycle_parking,,,,,,,,POINT(-122.475684112847 37.7219243106325)
2726290746,,waste_basket,,,,,,,,POINT(-122.475707738539 37.7221085580755)
2713423199,Geography Department Map Library,library,,,,,,,,POINT(-122.47570073168 37.7221698790472)
2726398603,,waste_basket,,,,,,,,POINT(-122.476356322174 37.722308721477)
2726228492,,waste_basket,,,,,,,,POINT(-122.476865846604 37.7227864966111)
3808836986,,bench,,,,,,,,POINT(-122.477897831202 37.7230482626444)
2726290737,,waste_basket,,,,,,,,POINT(-122.478097616521 37.7233093882624)
2714942359,,drinking_water,,,,,0,,,POINT(-122.477818689626 37.723466915843)
2726228494,,waste_basket,,,,,,,,POINT(-122.477362435293 37.7231166883035)
2713444745,,bicycle_parking,,,,,,,,POINT(-122.476781404967 37.7235955950931)
2713444547,,bicycle_parking,,,,,,,,POINT(-122.4764512741 37.7234532023593)
2714942362,,drinking_water,,,,,2,,,POINT(-122.476375725785 37.7234880900255)
2714942361,,drinking_water,,,,,,,,POINT(-122.475710523317 37.7230764713609)
2714942363,,drinking_water,,,,,1,,,POINT(-122.476938969468 37.7238529529227)
3458050545,,parking_entrance,,,,,,,,POINT(-122.48101803951 37.7252841786731)
358116917,McDonald's,fast_food,,,,,,,,POINT(-122.476225707132 37.7263813643358)
4051948393,,post_box,,,,,,,,POINT(-122.498278628705 37.7419459080607)
718375673,Hong's Szechuan,restaurant,Taraval Street,,,,,,,POINT(-122.498951916011 37.7421632086494)
718375671,Win's Restaurant,restaurant,Taraval Street,,,,,,,POINT(-122.498894244169 37.7421652687042)
358855355,Lakeshore Plaza Station San Francisco Post Office,post_office,Lakeshore Plaza,,,,,,,POINT(-122.490729636215 37.7324988604821)
1809593828,Chipotle,fast_food,Lakeshore Plaza,,,,,,,POINT(-122.489974512387 37.7325296232415)
1809593825,Noah's Bagels,fast_food,Lakeshore Plaza,,,,,,,POINT(-122.489899503061 37.7325338859785)
1809593824,Nubi Yogurt,fast_food,Sloat Boulevard,,,,,,,POINT(-122.489696932964 37.7335118224079)
1809593836,Peet's Coffee,cafe,Sloat Boulevard,,,,,,,POINT(-122.489700975383 37.7335648927622)
1809594281,King of Thai Noodles,restaurant,Sloat Boulevard,,,,,,,POINT(-122.489549519426 37.7335712157336)
1809593818,Ono Hawaiian BBQ,fast_food,Sloat Boulevard,,,,,,,POINT(-122.489375246261 37.7337908143267)
358804587,First United Presbyterian Church,place_of_worship,,,,,,,,POINT(-122.491906968226 37.7342845713212)
1809593837,Quizno's Subs,fast_food,Sloat Boulevard,,,,,,,POINT(-122.489297182663 37.7337950059467)
2383254147,Lakeshore Plaza Postal Store,post_office,,,,,,,,POINT(-122.489221005527 37.7338247025019)
633148380,,bench,,,,,,,,POINT(-122.486798967858 37.7356854734217)
633148381,,drinking_water,,,,,,,,POINT(-122.487652008052 37.7361861088661)
1229112061,,drinking_water,,,,,,,,POINT(-122.487610595717 37.7362347016537)
633107254,,toilets,,,,,,,,POINT(-122.487160719423 37.7360222145361)
358768991,Lakeshore Alternative Elementary School,school,Middlefield Drive,,,,,,,POINT(-122.485971170323 37.7301624164283)
4105632189,Olive Garden,restaurant,20th Avenue,,,,,11:00-22:00,,POINT(-122.476514874822 37.727292381292)
4168182190,Oliver Garden,restaurant,19th Avenue,,,,,,,POINT(-122.47612743144 37.727555268207)
358804826,Saint Stephens Roman Catholic Church,place_of_worship,,,,,,,,POINT(-122.477471760263 37.730764757991)
761805255,Wells Fargo,bank,,,,,,,,POINT(-122.476167316639 37.7302766613475)
1229112071,,drinking_water,,,,,,,,POINT(-122.483975203594 37.7367143050725)
4006627912,,bench,,,,,,,,POINT(-122.484859145833 37.7378442841945)
4006627913,,bench,,,,,,,,POINT(-122.484856900045 37.7378763945022)
4006609374,,drinking_water,,,,,,,,POINT(-122.482644080006 37.7367947951655)
633100862,,drinking_water,,,,,,,,POINT(-122.478483173441 37.734829760471)
3963116315,,bench,,,,,,,,POINT(-122.47714189889 37.7350066583552)
3963116316,,bench,,,,,,,,POINT(-122.477097162789 37.7349898211049)
356697559,Stern Grove,music_venue,,,,,,,,POINT(-122.479493328978 37.735831821014)
1229112064,,drinking_water,,,,,,,,POINT(-122.47869823012 37.7357560897233)
3100972029,Rhoda Goldman Concert Meadow,theatre,,,,,,,,POINT(-122.479600587823 37.7360705943046)
4006609373,,drinking_water,,,,,,,,POINT(-122.478518746726 37.7359850594208)
636784895,,toilets,,,,,,,,POINT(-122.478129506714 37.7361714031478)
636095574,,bench,,,,,,,,POINT(-122.476063561223 37.7365764131916)
638577324,,bench,,,,,,,,POINT(-122.476578026387 37.7369223856368)
638577323,,bench,,,,,,,,POINT(-122.476328474401 37.7369638027636)
638577325,,toilets,,,,,,,,POINT(-122.476407615977 37.7371493625741)
638577326,,drinking_water,,,,,,,,POINT(-122.476391536134 37.7371493625741)
358804595,Grace United Methodist Church,place_of_worship,,,,,,,,POINT(-122.493719498975 37.742432862236)
1837127377,North East Medical Services (NEMS),clinic,Taraval Street,,,,,,,POINT(-122.491053299212 37.7424931008376)
3648092326,The Copper Kettle,cafe,Taraval Street,,,,,,,POINT(-122.490356476046 37.7425181765618)
4042516789,Shin To Bul Yi,restaurant,Taraval Street,,,,,,,POINT(-122.487705367979 37.7423930820005)
4144742094,,restaurant,Taraval Street,,,,,,,POINT(-122.487042231637 37.7424254744796)
4199694789,Dr. Gordon W. Wong,dentist,Taraval Street,,,,,,,POINT(-122.485814593969 37.7427297926042)
4199676097,T-28 Bakery & Cafe,restaurant,Taraval Street,,,,,,,POINT(-122.485173466351 37.7425141985438)
4199679201,"Beverly Presley-Nelson, DDS General Dentistry",dentist,Taraval Street,,,,,,,POINT(-122.485075370322 37.7425171110213)
4199679200,Taraval Okazu Ya,restaurant,Taraval Street,,,,,,,POINT(-122.484888969901 37.7425233621921)
4199680598,Kingdom of Dumpling,restaurant,Taraval Street,,,,,,,POINT(-122.484634207686 37.7425254932729)
4199679197,"Robert L. Johnson, M.D.",doctors,Taraval Street,,,,,,,POINT(-122.484546711777 37.7425372142164)
4199690892,"Kevin Ho, M.D.",doctors,Taraval Street,,,,,,,POINT(-122.4845157199 37.7425382797567)
4199679207,Rolling-out Cafe,cafe,Taraval Street,,,,,,,POINT(-122.484732932536 37.7427806542416)
4199694889,Yang Sum Kwok Qi Gong Association,social_centre,Taraval Street,,,,,,,POINT(-122.484679931934 37.7427815777067)
4199680603,Versus Games,lan_gaming_centre,Taraval Street,,,,,,,POINT(-122.484634477181 37.7427820749572)
3699162436,"Earl A. Capuli, DDS",dentist,Taraval Street,,,,,,,POINT(-122.483618931752 37.7425774916263)
4199679895,G Cube Shabu Shabu,restaurant,Taraval Street,,,,,,,POINT(-122.483735083918 37.7428136148371)
3781718457,El Burrito Express,fast_food,Taraval Street,,,,,,,POINT(-122.483348988009 37.7425917698563)
3699162136,Marco Polo Italian Ice Cream,cafe,Taraval Street,,,,,,,POINT(-122.481858862616 37.742645473025)
3699162140,Lou's Cafe,cafe,Taraval Street,,,,,,,POINT(-122.482406475613 37.7428960162616)
3781718559,Cherry Art Studio,training,Taraval Street,,,,,,,POINT(-122.481938902508 37.7429075950751)
3781719158,the Learning Place,training,Taraval Street,,,,,,,POINT(-122.481336761773 37.7429274140216)
3699163029,grubbin',fast_food,Taraval Street,,,,,"Mo-Fr 11:00-19:00; Sa,Su 11:00-18:00",,POINT(-122.481261033794 37.7429358672624)
3699162139,Mellow's Cafe,cafe,Taraval Street,,,,,,,POINT(-122.481210907801 37.7429370038325)
3996613640,Riverside Seafood Restaurant,restaurant,Vicente Street,,,,,,,POINT(-122.479865680663 37.7390139571026)
1040878097,,toilets,,,,,,,,POINT(-122.476040744015 37.739452197844)
3562957694,Dragon Lounge,bar,Taraval Street,,,,,,,POINT(-122.480932789389 37.7427079846009)
3562957693,Tea for Me,cafe,Taraval Street,,,,,Mo-Th 11:00-21:00; Fr-Sa 11:00-22:00; Su 11:00-21:00,,POINT(-122.48088050744 37.742709405318)
4560619143,,bench,,,,,,,,POINT(-122.480357508282 37.7430665016763)
4560619142,,bench,,,,,,,,POINT(-122.480265880123 37.743038655752)
4560619141,,bench,,,,,,,,POINT(-122.480174341795 37.7430206127241)
4560619152,,bench,,,,,,,,POINT(-122.48029273975 37.7432146105615)
4560619151,,bench,,,,,,,,POINT(-122.480289685478 37.7432247686181)
4560619153,,bench,,,,,,,,POINT(-122.480115412312 37.7432050918219)
4560619155,,bench,,,,,,,,POINT(-122.479731741855 37.7434422785577)
4560619154,,bench,,,,,,,,POINT(-122.479776657619 37.7434452620339)
3562957695,Inspire Music Center,school,Taraval Street,,,,,,,POINT(-122.479649276511 37.7427513164578)
3781718563,Veterinary Vision,veterinary,Taraval Street,,,,,,,POINT(-122.479557289026 37.7427552234273)
3781718464,"Curtis Raff, DDS",dentist,Taraval Street,,,,,,,POINT(-122.479518032649 37.7427568572508)
3279555023,22nd & Taraval (on-street),car_sharing,,,,,,,,POINT(-122.478984523201 37.7427764631303)
3781718467,One Boiling Pot Mixian Noodles,restaurant,Taraval Street,,,,,,,POINT(-122.478725898231 37.7427886812845)
3781718469,The Deli King,cafe,Taraval Street,,,,,,,POINT(-122.478612261348 37.7427955007185)
3781718568,Super Cue,cafe,Taraval Street,,,,,,,POINT(-122.478570938844 37.7427979159346)
3781718569,Antigua,cafe,Taraval Street,,,,,,,POINT(-122.478403582707 37.7428078609411)
4560619156,,bench,,,,,,,,POINT(-122.479507342697 37.7434265087534)
4560619157,,bench,,,,,,,,POINT(-122.479468535476 37.7434246618392)
3562973394,Tennessee Grill,restaurant,Taraval Street,,,,,,,POINT(-122.478345192214 37.7430537863193)
3564521987,Banhwich,restaurant,Taraval Street,,,,,,,POINT(-122.478102287761 37.7428256909136)
3564511113,Made in China,restaurant,Taraval Street,,,,,,,POINT(-122.477387228795 37.7428402532386)
3564511114,Moon Fung Chinese Herbs Ginseng & Tea,pharmacy,,,,,,,,POINT(-122.47728706664 37.7428379090597)
3564515774,New Taraval Cafe,restaurant,Taraval Street,,,,,,,POINT(-122.477712329096 37.7430986097187)
3564515773,Quickly,cafe,,,,,,,,POINT(-122.477650704667 37.7430986097187)
3564515772,Shandong Deluxe,restaurant,Taraval Street,,,,,,,POINT(-122.477496643596 37.7431021614925)
3564515771,Smile House Cafe,restaurant,Taraval Street,,,,,,,POINT(-122.477370340467 37.743105855337)
4069432017,,kindergarten,19th Avenue,,,,,,,POINT(-122.47623792422 37.7425990155242)
4069432015,Seniore's Pizza,restaurant,19th Avenue,,,,,,,POINT(-122.475828472114 37.7427037934856)
4069462417,House of Pancakes,restaurant,Taraval Street,,,,,,,POINT(-122.476364137517 37.7429034750067)
4069462418,Shannon Arms,pub,Taraval Street,,,,,,,POINT(-122.476022328552 37.7429041143277)
3781683167,Sushi Raw,restaurant,Taraval Street,,,,,,,POINT(-122.475850301175 37.7429066005759)
358764313,Cabrillo School,school,,,,,,,,POINT(-122.482256636624 37.7480165875582)
3299885080,,toilets,,,,,,,,POINT(-122.480928297813 37.7435310724382)
1040878053,,post_box,,,,,,,,POINT(-122.475996636735 37.7449810969504)
1205459534,Congregation Beth Israel,place_of_worship,,,,,,,,POINT(-122.474586820728 37.713093894093)
358804831,Saint Thomas More Roman Catholic Church,place_of_worship,,,,,,,,POINT(-122.472836183902 37.7118924719199)
358805223,Broad Street Baptist Church,place_of_worship,,,,,,,,POINT(-122.4613609248 37.713820877939)
358775112,Sheridan Elementary School,school,,,,,,,,POINT(-122.459567258672 37.714316118275)
368168758,Ocean View Branch Library,library,,,,,,,,POINT(-122.456916330269 37.712987581879)
1735978721,,fuel,,,,,,,,POINT(-122.455625091879 37.7117688890594)
358805240,Cosmopolitan Baptist Church,place_of_worship,,,,,,,,POINT(-122.458860823533 37.713820877939)
358805334,Saint Michaels Roman Catholic Church,place_of_worship,,,,,,,,POINT(-122.454586639411 37.7133685569612)
3963244118,,bicycle_parking,,,,,,,,POINT(-122.456213668053 37.7150995136484)
2304346638,Wells Fargo,atm,Cambon Drive,,,,,,,POINT(-122.474319661762 37.718091888339)
2304346687,Papa John's,restaurant,Cambon Drive,,,,,,,POINT(-122.473926828489 37.7176907565478)
2304346668,Hall of Flame,restaurant,Cambon Drive,,,,,,,POINT(-122.473893231497 37.7176568609896)
2304346688,Spressa,cafe,Cambon Drive,,,,,,,POINT(-122.474138741064 37.7179072045476)
4461012613,,car_rental,Cambon Drive,,,,,Mo-Fr 07:30-18:00; Sa 09:00-12:00,,POINT(-122.474174044855 37.7181645110812)
318304424,Chevron,fuel,,,,,,,,POINT(-122.472910205082 37.7181760937625)
1040878092,Double AA,fuel,,,,,,,,POINT(-122.471970118137 37.7162023218893)
1041072051,,post_box,,,,,,,,POINT(-122.47173817313 37.7164398083127)
610748101,Temple United Methodist Church,place_of_worship,,,,,,,,POINT(-122.471968591001 37.7176457756464)
358803774,Lutheran Church of Our Savior,place_of_worship,,,,,,,,POINT(-122.471916398883 37.719376277116)
358772172,Jose Ortega Elementary School,school,,,,,,,,POINT(-122.466916376011 37.7163209230738)
2713444198,,bicycle_parking,,,,,,,,POINT(-122.475443005025 37.7234242121883)
1041059743,,post_box,,,,,,,,POINT(-122.475212137997 37.725830784079)
615143633,Taco Bell,fast_food,,,,,,,,POINT(-122.465033686839 37.726485454736)
615143635,,laundry,,,,,,,,POINT(-122.464811084311 37.7266031868417)
3963236752,,bench,,,,,,,,POINT(-122.458851211559 37.7163335719606)
3963236753,,bench,,,,,,,,POINT(-122.458814560295 37.7163349931837)
3963241258,,bench,,,,,,,,POINT(-122.458461073231 37.7161967791091)
3963236754,,bench,,,,,,,,POINT(-122.4586003121 37.7163354195507)
3963236755,,bench,,,,,,,,POINT(-122.458565457467 37.7163369118349)
3981239876,,bench,,,,,,,,POINT(-122.458588184844 37.7163782694143)
3981239877,,bench,,,,,,,,POINT(-122.45856267269 37.7163772034976)
3981239878,,bench,,,,,,,,POINT(-122.458779346336 37.7164621214803)
3963236756,,bench,,,,,,,,POINT(-122.458351927924 37.7163377645687)
3981239886,,bench,,,,,,,,POINT(-122.458369445072 37.7163743610529)
3963241257,,bench,,,,,,,,POINT(-122.458317073291 37.7163387594248)
3981239873,,drinking_water,,,,,,,,POINT(-122.458224097659 37.7163794063921)
3981239902,,bench,,,,,,,,POINT(-122.457943913122 37.7162454560748)
3981239901,,bench,,,,,,,,POINT(-122.45794615891 37.7163094111637)
3981239900,,bench,,,,,,,,POINT(-122.457949303014 37.7164111707023)
2035873117,Yama Sushi,restaurant,,,,,,,,POINT(-122.46210499935 37.7219700705492)
358804766,Saint Emydius Roman Catholic Church,place_of_worship,,,,,,,,POINT(-122.461916173477 37.7232649792086)
615277734,,place_of_worship,,,,,,,,POINT(-122.464115069629 37.7261587595965)
4331568986,Java on Ocean Cafe,cafe,Ocean Avenue,,,,,,,POINT(-122.460103822391 37.7248845779402)
1003281781,Walgreens,pharmacy,,,,,,,,POINT(-122.459634632318 37.724757321991)
358804608,Ingleside Presbyterian Church,place_of_worship,,,,,,,,POINT(-122.456916060774 37.7235426597026)
4331553009,Ocean Ale House,bar,Ocean Avenue,,,,,,,POINT(-122.456772599823 37.724217387701)
1003279922,Viking's Giant Submarines,fast_food,,,,,,,,POINT(-122.456606591159 37.7241450551073)
615277748,McDonald's,fast_food,,,,,,,,POINT(-122.45547291727 37.7234802740528)
4331553336,Poke Bowl,restaurant,Ocean Avenue,,,,,,,POINT(-122.45579262768 37.7239421966216)
1229133824,Ha Tien Hut,restaurant,,,,,,,,POINT(-122.454352718111 37.7232645528816)
1229133895,Mama Mia Pizza,fast_food,,,,,,,,POINT(-122.454785706078 37.7233624659285)
725554114,Beep's Burgers,fast_food,,,,,,,,POINT(-122.453884606016 37.7232242649648)
4203453111,Quickly,fast_food,Ocean Avenue,,,,,,,POINT(-122.453781479422 37.7232134646729)
4203453112,Quán Phó Viet,restaurant,Ocean Avenue,,,,,,,POINT(-122.453691288567 37.7232095566722)
3271850009,Brighton & Ocean (Whole Foods),car_sharing,,,,,,,,POINT(-122.454336907762 37.7237760014622)
1229920544,McDonald's,fast_food,,,,,,,,POINT(-122.444576173211 37.7131381671158)
2057396817,Chick-N-Deli,restaurant,Mission,,,,,,,POINT(-122.44375978428 37.7137827167943)
3376890738,La Reina,restaurant,,,,,,,,POINT(-122.442863085964 37.7145797618735)
1229920669,,post_box,,,,,,,,POINT(-122.442892011716 37.7146055576792)
1229920621,Chifa Peruano Asian Restaurant,restaurant,,,,,,,,POINT(-122.441189165263 37.715887306557)
4616049558,Taqueria La Iguana Azul,restaurant,,,,,,,,POINT(-122.440654218512 37.716037317409)
4616049557,Phillies authentic cheesesteaks,fast_food,,,,,,,,POINT(-122.44057651424 37.716001573496)
4616049555,Geneva Eye Care,clinic,,,,,,,,POINT(-122.440418231086 37.7159337097568)
4616088886,Vibo Music lessons,music_school,,,,,,,,POINT(-122.439664724226 37.7155922582727)
2076227355,Walgreens,pharmacy,,,,,,,,POINT(-122.439775845827 37.7160179176333)
4397690695,,post_box,,,,,,,,POINT(-122.438485146427 37.7153709002263)
3376884814,Geneva Pub,bar,,,,,,,,POINT(-122.436479477892 37.7141742051465)
358805515,Geneva Avenue United Methodist Church,place_of_worship,,,,,,,,POINT(-122.434971476024 37.7138206647483)
3951215438,,bench,,,,,,,,POINT(-122.432994912905 37.713602215024)
3951215439,,drinking_water,,,,,,,,POINT(-122.432965717658 37.7136150775662)
4265225079,Men's Restroom,toilets,,,,,,,,POINT(-122.431909388715 37.7149633580806)
4265225080,,drinking_water,,,,,,,,POINT(-122.431888008812 37.7150165127892)
4265225078,Women's Restroom,toilets,,,,,,,,POINT(-122.431822341964 37.7150005948056)
318312719,Shell,fuel,,,,,,,,POINT(-122.442783046072 37.7177866872889)
1229133893,,post_box,,,,,,,,POINT(-122.443695464906 37.7187902575134)
1409407276,Balboa Park BART,car_sharing,,,,,,,,POINT(-122.447633229954 37.7199444566042)
4203446060,Ocean Avenue Veterinary Hospital,veterinary,,,,,,,,POINT(-122.453271505835 37.7231188909976)
615277703,76,fuel,,,,,,,,POINT(-122.452925564619 37.7229870845094)
1409407277,Phelan & Ocean (City College),car_sharing,,,,,,,,POINT(-122.452544858601 37.7242308878825)
3702076696,Chasing Lions Cafe,cafe,Multi Use Building,,,,,,,POINT(-122.452851273945 37.7253597785693)
2344512762,,bicycle_parking,,,20,,,,,POINT(-122.450695676589 37.7243371839629)
4242089170,,bicycle_parking,,,10,,,,,POINT(-122.449806883447 37.7248248934351)
4317737810,The Lunch Box,fast_food,,,,,,,,POINT(-122.449442526768 37.7257107770763)
3738199926,,bicycle_parking,,,10,,,,,POINT(-122.449220822556 37.72666379358)
358804549,Community Assembly of God Church,place_of_worship,,,,,,,,POINT(-122.444139771646 37.7226986015657)
368171323,Ingleside Police Station,police,Sergeant John V Young Lane,,,,,,,POINT(-122.446306687774 37.7246454843654)
4360397689,Men,toilets,,,,,,,,POINT(-122.445602857749 37.7251329786494)
4360397789,Women,toilets,,,,,,,,POINT(-122.445463888374 37.7251329786494)
4360397790,,parking,,,,,,,,POINT(-122.445710925077 37.7255779804684)
3841746668,,toilets,,,,,,,,POINT(-122.447790614792 37.72683985836)
3972298960,,bicycle_parking,,,8,,,,,POINT(-122.44767706774 37.7267565153989)
3951020489,,bench,,,,,,,,POINT(-122.444219542043 37.7251503865626)
3951020281,,drinking_water,,,,,,,,POINT(-122.444207504618 37.7251724128958)
3951020488,,bench,,,,,,,,POINT(-122.444135280069 37.7251901760631)
3951020487,,bench,,,,,,,,POINT(-122.444111025556 37.7252311023842)
3951020486,,bench,,,,,,,,POINT(-122.443927589575 37.7251212549504)
3951020477,,bench,,,,,,,,POINT(-122.443748645171 37.7252316708051)
3951020481,,bench,,,,,,,,POINT(-122.443614526699 37.7252411918557)
3951020480,,bench,,,,,,,,POINT(-122.443580300887 37.7252400550139)
